ItemType	Name (EN)	Description (EN)
Spell	Remedy	"Sorcery of the red-robed Yulva, one of the Sealers of New Londo. Reduce bleeding and poison build-up, and undo various poisonous effects.\nOne of New Londo's unique healing sorceries. Perhaps she abandoned her Sealer duty to take her healing arts back to Blighttown."
Spell	White Dragon Breath	"Sorcery developed by Logan during his infatuation with Seath the Scaleless. Emit crystal breath of Seath the Scaleless.\nAlthough it no longer causes curses, what madness caused old Big Hat to appropriate this frightful power of the ancient dragons?"
Spell	Dark Orb	"Abyss sorcery discovered by an Oolacile sorcerer on the brink of madness. Fire giant Dark Orb. In contrast to standard soul sorceries, Abyss sorceries are weighty and inflict physical damage. Perhaps human souls, because of their humanity, produce sorceries with more tangible presence."
Spell	Dark Bead	"Abyss sorcery discovered by an Oolacile sorcerer on the brink of madness. Fire successive Dark Orbs.\nIn contrast to standard soul sorceries, Abyss sorceries are weighty and inflict physical damage. Perhaps a human soul is closer to matter in its humanity."
Spell	Dark Fog	"Abyss sorcery discovered by an Oolacile sorcerer on the brink of madness. Create a cloud of Dark Fog.\nAlthough Dark Fog is, in theory, relatively close to humanity, it also happens to be a terrible poison for humans. Perhaps it reflects man's cruelty against his own."
Spell	Pursuers	"Sorcery of Manus, Father of the Abyss. Grant a fleeting will to the Dark of humanity, and volley the result.\nThe will feels envy, or perhaps love, and despite the inevitably trite and tragic ending, the will sees no alternative, and is driven madly toward its target."
Spell	Fireball	"Standard pyromancy of the Great Swamp. Hurl fireball.\nThe fire damage caused by fireballs makes them effective against corporeal beasts and Undead, who by nature fear flame."
Spell	Fire Orb	"Pyromancy which improves upon Fireball. Hurl fire orb.\nThe flaming fire orb explodes upon impact, causing fire splash damage in a spectacle which seems to symbolize the strength of the fire-manipulating pyromancers."
Spell	Great Fireball	"Ultimate fireball pyromancy. Hurl giant fireball.\nSalaman the Master Pyromancer, also called the Great Fireball after this spell, believed pyromancy was rooted in an adoration of fire. Those who acquire this spell usually agree.\n"
Spell	Firestorm	"Primal pyromancy taught by Quelana of Izalith. Erect fire pillars in vicinity.\nThe storm of flame is indiscriminate, and incinerates all nearby life."
Spell	Fire Tempest	Primal pyromancy of Quelana of Izalith. Erect giant fire pillars in vicinity.\nThe tempestuous raging flames resemble those summoned by the Daughters of Chaos when they challenged the ancient dragons and scorched the very earth.
Spell	Fire Surge	"Pyromancy foreign to the Great Swamp. Create a surge of flame from palm of hand.\nNot all pyromancy originates in the Great Swamp. One hears rumors of unknown pyromancers inhabiting various lands, and this spell is the work of one such outlander."
Spell	Fire Whip	"Primal pyromancy taught by Quelana of Izalith. Sweep foes with fire whip.\nThe root pyromancy of Combustion, but much more difficult to wield."
Spell	Combustion	"Elementary pyromancy. Create powerful flame in hand.\nOne of the most basic pyromancies. For this very reason, the flame thus created is fierce."
Spell	Great Combustion	"Pyromancy which improves upon Combustion. Create powerful, giant flame in hand.\nGreat Combustion creates a powerful flame, but many sorcerers mock the simplicity of this spell."
Spell	Poison Mist	"Unique pyromancy crafted by Eingyi, considered a heretic even at the Great Swamp Create poison mist.\nEingyi became an egg-bearing Undead who serves a deformed young girl who speaks an unintelligible tongue."
Spell	Toxic Mist	"Unique pyromancy crafted by Eingyi, considered a heretic even at the Great Swamp Create intense poison mist.\nWhy was Eingyi driven from the Great Swamp? One only need cast this pyromancy, a perverse diversion from the art of fire, to find out."
Spell	Acid Surge	"Pyromancy foreign to the Great Swamp. Emit acid which corrodes weapons and armor.\nNot all pyromancy originates in the Great Swamp. One hears rumors of unknown pyromancers inhabiting various lands, and this spell is the work of one such outlander."
Spell	Iron Flesh	"Pyromancy of Carmina, who harnessed the power of flame to actualize the inner-self. Iron flesh boosts defense and resilience.\nUse of this pyromancy requires caution, as the caster becomes exceedingly heavy and unable to move freely."
Spell	Flash Sweat	"Pyromancy of Carmina, who harnessed the power of flame to actualize the inner-self. Intense sweating reduces flame damage.\nCarmina, the most accomplished pupil of Salaman the Master Pyromancer, pioneered new directions for the art of pyromancy."
Spell	Undead Rapport	"Advanced pyromancy of Quelana of Izalith. Charm Undead and gain temporary allies.\nThe living are lured by flame, and this relationship is part and parcel to the art of pyromancy. Can be used by either gender."
Spell	Power Within	"Pyromancy of Carmina, who harnessed the power of flame to actualize the inner-self. Short strength/endurance boost, but lose HP.\nExcessive power eats away the life-force of its caster, and like all dangerous spells, Power Within was kept secret for eons."
Spell	Great Chaos Fireball	"Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters. Hurl giant chaos fireball, which changes strength depending on humanity.\nThe Flame of Chaos can melt stone, producing a short-lived lava glob."
Spell	Chaos Storm	"Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters. Erect localized chaos fire pillars which change strength depending on humanity.\nThe Witch of Izalith, in an ambitious attempt to copy the First Flame, created instead the Flame of Chaos, a twisted bed of life."
Spell	Chaos Fire Whip	"Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters. Sweep foes with chaos fire whip which changes strength depending on humanity.\nThe fire whip was wielded by the eldest of the Daughters of Chaos."
Spell	Black Flame	"A pyromancy discovered from the Dark of the Abyss by a pyromancer who wandered into Oolacile. Conjure a great black flame in one's palm.\nBlack flames are weighty, and inflict physical damage, enough to smack away the mightiest of shields."
Spell	Heal	"Elementary miracle cast by clerics. Restores HP.\nTo cast a miracle, the caster learns a tale of the Gods, and says a prayer to be blessed by its revelations. Heal is the shortest of such miraculous tales."
Spell	Great Heal	"Great miracle cast by advanced clerics. Restores high HP.\nGreat Heal is a long tale, only learned by a select few. No caster will be disappointed by the bountiful life that it yields."
Spell	Great Heal Excerpt	"Great miracle cast by advanced clerics. Restores high HP.\nGreat Heal Excerpt borrows from only several verses of Great Heal. As a result, it can only be cast a stark few times."
Spell	Soothing Sunlight	"Special miracle granted to the maidens of Gwynevere, Princess of the Sun. Restores high HP for self and vicinity.\nThe miracles of Gwynevere, the princess cherished by all, grant their blessing to a great many warriors."
Spell	Replenishment	"Common miracle amongst cleric knights. Gradual HP restoration.\nBeware of the cleric knight blessed by Replenishment, for he shall not fall easily."
Spell	Bountiful Sunlight	"Special miracle granted to the maidens of Gwynevere, Princess of the Sun. Gradual HP restoration for self and vicinity.\nThe miracles of Gwynevere, the princess cherished by all, grant their blessing to a great many warriors."
Spell	Gravelord Sword Dance	"Miracle known only by the servants of the first dead, Gravelord Nito. Giant Gravelord swords jut out in vicinity.\nNito sleeps deep within the Giant Catacombs, quietly overseeing all death, and waiting for his servants to usher in the Eye of Death."
Spell	Gravelord Greatsword Dance	"Miracle known only by the servants of the first dead, Gravelord Nito. Giant Gravelord swords jut out in vicinity.\nMany have died, and many eyes were claimed to realize the Greatsword Dance, a Gravelord ritual known only by his closest servants."
Spell	Escape Death	"Lost miracle, foreign to the Way of White While active, no losses incurred upon death\nThe Way of White recognizes death itself, but admonishes the Undead. It is for this very reason that this miracle was lost."
Spell	Homeward	"Great miracle cast by advanced clerics. Return to last bonfire rested at.\nWould normally link to one's homeland, only the curse of the Undead has distorted its power, redirecting casters to a bonfire. Or perhaps for Undead, this serves as home?"
Spell	Force	"Common miracle amongst cleric knights. Create shockwave.\nThis quickly-acting miracle inflicts no damage, but propels foes back and defends against arrows. Cleric knights use this miracle when charging into enemy mobs.\n\n\n"
Spell	Wrath of the Gods	Primal form of Force. Create powerful shockwave.\nWrath of the Gods was an epic tale that tattered over time and devolved into the modern Force. This primal form of Force emits a shockwave that also inflicts damage.
Spell	Emit Force	"Outland miracle, foreign to the Way of White. Emit shockwave.\nConsidered an alternate branching of Force. Emits an expanding shockwave orb."
Spell	Seek Guidance	"Miracle of clerics on an Undead mission. Display more guidance from other worlds.\nGuidance facilitates communication between Undead, but their value varies greatly. A balance of faith and wisdom is required."
Spell	Lightning Spear	"Miracle passed down to those bound by the Warrior of Sunlight covenant. Hurl lightning spear.\nLightning spears inflict rare lightning damage, and are very effective against magic, fire, and most of all, dragons."
Spell	Great Lightning Spear	"Miracle passed down to those bound by the Warrior of Sunlight covenant. Hurl giant lightning spear.\nThe weapon of the God of War, who inherited the sunlight of Lord Gwyn, but had respect only for arms, and nothing else."
